title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date
For sale: Luxury 5 Bedroom Fully Detached Duplex With Bq & Swimming Pool,House,"Lekki County Homes, Lekki, Lagos Lekki Lagos","₦420,000,000",5,,,09 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 6 Bedroom Detached Duplex With Swimming Pool,House,Efab Metropolis Estate Karsana Abuja Phase 3,"₦550,000,000",6,6,7,23 Jan 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Semi Detached Duplex With Bq In A Beautiful Estate,House,Creek Haven Estate ( Beside Vgc) Victoria Garden City Lekki Lagos,"₦250,000,000",4,4,5,04 May 2023,18 Feb 2026
For sale: 20 Units Of Our 4 Bedroom Terraces,House,Up To 6 12months Instalment Payment Ajah Lagos,"₦135,000,000",4,,,12 Aug 2025,18 Feb 2026
For sale: Primed 1300sqm & 1500sqm& 2100sqm Residential Plots In Strategic Location,Land,Off Gilmore Jahi Abuja Phase 2,"₦800,000,000",,,,25 Mar 2022,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Bq,House,Wuye Abuja Phase 2,"₦355,000,000",4,4,5,22 Aug 2023,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Swimming Pool + Gym,House,Ikate Elegushi Lekki Lagos,"₦400,000,000",4,4,5,26 Jun 2025,18 Feb 2026
For sale: Massive 5 Bedroom Semi Detached Duplex With Bq,House,Royal Garden Estate Ajah Lagos,"₦500,000,000",5,5,6,04 Jul 2025,18 Feb 2026
For sale: Primed 1000sqm & 650sqm Residential Plots In A Beautiful Estate,Land,Orange Island Phase 1 Lekki Phase 1 Lagos,"₦470,000,000",,,,22 Aug 2022,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With 2 Rooms Bq,House,Maitama Main Maitama Abuja Phase 1,"₦3,000,000,000",6,6,7,03 Jul 2025,18 Feb 2026
For sale: Primed 1000sqm & 1200sqm & 1400sqm Residential Plots In A Strategic Location,Land,Maitama Main Maitama Abuja Phase 1,"₦2,500,000",,,,19 Mar 2024,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Victoria Garden City Lekki Lagos,"₦550,000,000",5,5,6,25 May 2025,18 Feb 2026
For sale: Massive 4 Bedroom Semi Detached Duplex With Bq,House,Lekki Scheme 2 Ajah Lagos,"₦140,000,000",4,4,5,06 Sep 2025,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex With Bq,House,Life Camp Abuja Phase 3,"₦200,000,000",4,4,5,02 Oct 2025,18 Feb 2026
"For sale: A 4 Bedroom Community Detached House With A Room Bq, Pool. Located Off Bourdillon Ikoyi",House,Old Ikoyi Lagos,"₦2,200,000,000",4,,,22 Jan 2026,18 Feb 2026
For sale: Newly Built 4 Bed Maisonette With Rooftop Swimming Pool,House,Mojisola Onikoyi Estate Lagos,"$1,755,000",4,4,5,23 Dec 2025,17 Feb 2026
For sale: Affordable 5 Bedroom Detached Duplex With Swimming Pool,House,Ologolo Lekki Lagos,"₦400,000,000",5,5,6,14 Nov 2025,18 Feb 2026
For sale: 3 Bed & Bq Semi Detach Duplex With Swimming Pool (self Compound),House,Abraham Adesanya Ajah Lagos,"₦120,000,000",3,,,11 Nov 2025,18 Feb 2026
For sale: Exquisite 4bedroom Duplex,House,Orchid Lekki Lekki Lagos,"₦150,000,000",4,,,29 Oct 2025,18 Feb 2026
For sale: 30 Prime Plots Of Land (648 Sqm Each),Land,Chevron Drive Lekki Lagos,"₦300,000,000",,,,17 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Pinnock Beach Estate Osapa London Lekki Lagos,"₦850,000,000",5,5,6,20 Nov 2025,18 Feb 2026
For sale: Lekki Luxurious Duplex With Cinema & Swimming Pool*,House,2nd Toll Gate Lekki Lagos,"₦400,000,000",5,,,21 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Bq,House,Ologolo Lekki Lagos,"₦250,000,000",5,5,6,20 Nov 2025,18 Feb 2026
For sale: Cozy 3 Bedroom Semi Detached Duplex With A Bq,House,Ikota Lekki Lagos,"₦135,000,000",3,,,20 Nov 2025,18 Feb 2026
For sale: 4 Bedroom Semi Detached Duplex With A Bq For Sale‼️‼️,House,Ikota Lekki Lagos,"₦220,000,000",4,,,20 Nov 2025,18 Feb 2026
For sale: 3 Bedrooms Terrace Duplex+1 Bq For Sale.,House,Lokogoma Sunnyvale Axis Lokogoma Abuja Phase 2,"₦120,000,000",3,3,4,06 Feb 2026,17 Feb 2026
For sale: Fully Serviced 2 & 4 Bedroom Terrace Duplex,House,Orchid Road Lekki Lagos,"₦120,000,000",2,,,20 Nov 2025,18 Feb 2026
For sale: Waterfront Land • Victoria Island,Land,Victoria Island Lagos,"$25,000,000",,,,20 Nov 2025,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With Swimming Pool,House,Efab Metropolis Estate Karsana Abuja Phase 3,"₦550,000,000",6,6,7,25 May 2025,18 Feb 2026
For sale: 17 Units Of 4 Bedroom Terrace Duplex With Bqs,House,Nicon Junction Opposite Maitama Main Katampe Main Abuja Phase 2,"₦7,000,000,000",10,10,10,23 Nov 2025,18 Feb 2026
For sale: Spacious 4 Bedroom Duplex With A Pool,House,Chevron Drive Lekki Lagos,"₦320,000,000",4,,,20 Nov 2025,18 Feb 2026
"For sale: Spacious 5 Bedroom Duplex With A Bq, Pool",House,Chevron Axis Lekki Agungi Lekki Lagos,"₦350,000,000",5,,,25 Nov 2025,18 Feb 2026
For sale: Massive 4 Bedroom Terrace Duplex With Bq,House,Jahi Abuja Phase 2,"₦350,000,000",4,4,5,15 Nov 2025,18 Feb 2026
For sale: Cozy 3 Bedroom Semi Detached Duplex With A Bq,House,Ikota Lekki Lagos,"₦150,000,000",3,,,26 Nov 2025,18 Feb 2026
"For sale: 4 Bed Semi Detached Duplex— Kado, Abuja",House,Kado Abuja Phase 2,"₦500,000,000",4,4,5,27 Nov 2025,18 Feb 2026
For sale: Land Measuring 1400sqm Lekki,Land,Lekki Lagos,"₦650,000/sqm",,,,28 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment,Flat & Apartment,Osapa London Lekki Lagos,"₦150,000,000",2,2,3,18 Jan 2026,18 Feb 2026
For sale: 4 Bedroom Flat In Banana Island,Flat & Apartment,Banana Island Ikoyi Lagos,"$1,100,000",4,4,5,04 Dec 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Royal Garden Estate Ajiwe Ajah Lagos,"₦555,000,000",5,5,6,15 Feb 2026,18 Feb 2026
For sale: Luxury 4 Bedroom Semi Detached Duplex In A Beautiful Estate,House,Maiyegun Beach Estate Jakande Lekki Phase 1 Lagos,"₦600,000,000",4,4,5,25 Oct 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex With Bq & Swimming Pool,House,"Lekki County Homes, Lekki, Lagos Lekki Lagos","₦420,000,000",5,,,09 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Elevator Shaft,House,Apo Resettlement Apo Abuja Phase 2,"₦580,000,000",5,5,6,09 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Semi Detached Duplex With Elevator,House,Parkview Estate Ikoyi Lagos,"₦1,200,000,000",4,4,5,28 Jun 2025,18 Feb 2026
For sale: Affordable 3 Bedroom Terrace Duplex With Bq,House,Wuye Abuja Phase 2,"₦310,000,000",4,4,5,26 Nov 2025,18 Feb 2026
For sale: 2bedroom Flat With Governor Consent,Flat & Apartment,"Prime Water Estate, Ikate Lekki Phase 1 Lagos","₦150,000,000",,,,27 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Semi Detached Duplex With Bq In A Beautiful Estate,House,Creek Haven Estate ( Beside Vgc) Victoria Garden City Lekki Lagos,"₦250,000,000",4,4,5,04 May 2023,18 Feb 2026
For sale: Tastefully Finished 6 Bedroom Detached Duplex With Swimming Pool,House,Efab Metropolis Estate Karsana Abuja Phase 3,"₦550,000,000",6,6,7,23 Jan 2025,18 Feb 2026
For sale: Unique 4bedroom Duplex And Bq,House,Chevron Lekki Lagos,"₦195,000,000",4,,,15 Feb 2026,18 Feb 2026
For sale: Primed 1300sqm & 1500sqm& 2100sqm Residential Plots In Strategic Location,Land,Off Gilmore Jahi Abuja Phase 2,"₦800,000,000",,,,25 Mar 2022,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Bq,House,Wuye Abuja Phase 2,"₦355,000,000",4,4,5,22 Aug 2023,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Swimming Pool + Gym,House,Ikate Elegushi Lekki Lagos,"₦400,000,000",4,4,5,26 Jun 2025,18 Feb 2026
For sale: Massive 5 Bedroom Semi Detached Duplex With Bq,House,Royal Garden Estate Ajah Lagos,"₦500,000,000",5,5,6,04 Jul 2025,18 Feb 2026
For sale: Primed 1000sqm & 650sqm Residential Plots In A Beautiful Estate,Land,Orange Island Phase 1 Lekki Phase 1 Lagos,"₦470,000,000",,,,22 Aug 2022,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With 2 Rooms Bq,House,Maitama Main Maitama Abuja Phase 1,"₦3,000,000,000",6,6,7,03 Jul 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Victoria Garden City Lekki Lagos,"₦550,000,000",5,5,6,25 May 2025,18 Feb 2026
For sale: Affordable 5 Bedroom Detached Duplex With Swimming Pool,House,Ologolo Lekki Lagos,"₦400,000,000",5,5,6,14 Nov 2025,18 Feb 2026
For sale: Massive 4 Bedroom Semi Detached Duplex With Bq,House,Lekki Scheme 2 Ajah Lagos,"₦140,000,000",4,4,5,06 Sep 2025,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex With Bq,House,Life Camp Abuja Phase 3,"₦200,000,000",4,4,5,02 Oct 2025,18 Feb 2026
"For sale: A 4 Bedroom Community Detached House With A Room Bq, Pool. Located Off Bourdillon Ikoyi",House,Old Ikoyi Lagos,"₦2,200,000,000",4,,,22 Jan 2026,18 Feb 2026
For sale: Newly Built 5 Bed Smart Duplex With Private Cinema,House,Mojisola Onikoyi Estate Lagos,"₦2,300,000,000",5,5,6,23 Dec 2025,17 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex With Bq & Swimming Pool,House,"Lekki County Homes, Lekki, Lagos Lekki Lagos","₦420,000,000",5,,,09 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Elevator Shaft,House,Apo Resettlement Apo Abuja Phase 2,"₦580,000,000",5,5,6,09 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Semi Detached Duplex With Elevator,House,Parkview Estate Ikoyi Lagos,"₦1,200,000,000",4,4,5,28 Jun 2025,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment,Flat & Apartment,Osapa London Lekki Lagos,"₦150,000,000",2,2,3,18 Jan 2026,18 Feb 2026
For sale: Land Measuring 1400sqm Lekki,Land,Lekki Lagos,"₦650,000/sqm",,,,28 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 6 Bedroom Detached Duplex With Swimming Pool,House,Efab Metropolis Estate Karsana Abuja Phase 3,"₦550,000,000",6,6,7,23 Jan 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Semi Detached Duplex With Bq In A Beautiful Estate,House,Creek Haven Estate ( Beside Vgc) Victoria Garden City Lekki Lagos,"₦250,000,000",4,4,5,04 May 2023,18 Feb 2026
For sale: Primed 1300sqm & 1500sqm& 2100sqm Residential Plots In Strategic Location,Land,Off Gilmore Jahi Abuja Phase 2,"₦800,000,000",,,,25 Mar 2022,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Bq,House,Wuye Abuja Phase 2,"₦355,000,000",4,4,5,22 Aug 2023,18 Feb 2026
For sale: 2 Bedroom Apartment With Open Plan Kitchen,Flat & Apartment,Ikate Lekki Lagos Ikate Elegushi Lekki Lagos,"₦160,000,000",2,2,2,09 Dec 2025,14 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Swimming Pool + Gym,House,Ikate Elegushi Lekki Lagos,"₦400,000,000",4,4,5,26 Jun 2025,18 Feb 2026
For sale: Massive 5 Bedroom Semi Detached Duplex With Bq,House,Royal Garden Estate Ajah Lagos,"₦500,000,000",5,5,6,04 Jul 2025,18 Feb 2026
For sale: Affordable 3 Bedroom Terrace Duplex With Bq,House,Wuye Abuja Phase 2,"₦310,000,000",4,4,5,26 Nov 2025,18 Feb 2026
For sale: 2bedroom Flat With Governor Consent,Flat & Apartment,"Prime Water Estate, Ikate Lekki Phase 1 Lagos","₦150,000,000",,,,27 Jan 2026,18 Feb 2026
For sale: Primed 1000sqm & 650sqm Residential Plots In A Beautiful Estate,Land,Orange Island Phase 1 Lekki Phase 1 Lagos,"₦470,000,000",,,,22 Aug 2022,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With 2 Rooms Bq,House,Maitama Main Maitama Abuja Phase 1,"₦3,000,000,000",6,6,7,03 Jul 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Victoria Garden City Lekki Lagos,"₦550,000,000",5,5,6,25 May 2025,18 Feb 2026
For sale: Affordable 5 Bedroom Detached Duplex With Swimming Pool,House,Ologolo Lekki Lagos,"₦400,000,000",5,5,6,14 Nov 2025,18 Feb 2026
For sale: Massive 4 Bedroom Semi Detached Duplex With Bq,House,Lekki Scheme 2 Ajah Lagos,"₦140,000,000",4,4,5,06 Sep 2025,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex With Bq,House,Life Camp Abuja Phase 3,"₦200,000,000",4,4,5,02 Oct 2025,18 Feb 2026
"For sale: A 4 Bedroom Community Detached House With A Room Bq, Pool. Located Off Bourdillon Ikoyi",House,Old Ikoyi Lagos,"₦2,200,000,000",4,,,22 Jan 2026,18 Feb 2026
For sale: Fenced And Gated Land,Land,Opebi Ikeja Lagos,"₦600,000,000",,,,01 Feb 2026,18 Feb 2026
For sale: 1199.69 Sqm Cornerpiece Plot With Vacant Development,Land,Lekki Phase 1 Lagos,"₦1,600,000,000",,,,26 Sep 2025,18 Feb 2026
For sale: 1230 Sqm Fully Vacant Residential 6 Units Of 3 Bed Flats,Land,Lekki Lagos,"₦1,300,000,000",,,,26 Sep 2025,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With Swimming Pool,House,Efab Metropolis Estate Karsana Abuja Phase 3,"₦550,000,000",6,6,7,27 Sep 2025,18 Feb 2026
For sale: For Sale | Gorgeously Built 4 Bedroom Semi Detached Duplex With Bq,House,Orchid Lekki Lekki Lagos,"₦260,000,000",4,,,02 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 3 Bedroom Apartment With Swimming Pool + Elevator,Flat & Apartment,Ikate Elegushi Lekki Lagos,"₦310,000,000",3,3,4,03 Oct 2025,18 Feb 2026
For sale: 2 Plots Of Land Measuring 803.96 Sqm & 779.65 Sqm,Land,Ibeju Lekki Lagos,"₦80,000/sqm",,,,03 Oct 2025,18 Feb 2026
For sale: Spacious Luxury 3 Bedroom Penthouse Apartment With Car Park (4 Bays),Flat & Apartment,Eko Atlantic Victoria Island Lagos,"$1,800,000",3,3,4,08 Oct 2025,18 Feb 2026
"For sale: Waterfront Land Measuring 2,275 Sqm",Land,Banana Island Ikoyi Lagos,"₦3,800,000/sqm",,,,09 Oct 2025,18 Feb 2026
For sale: Affordable 5 Bedroom Detached Duplex Semi Finished,House,Creek Haven Estate Beside Vgc Victoria Garden City Lekki Lagos,"₦310,000,000",5,5,6,10 Sep 2025,18 Feb 2026
For rent: Tastefully Renovated 2 Bedroom Apartment,Flat & Apartment,Magboro Lagos Extension Ogun,"₦1,100,000/year",2,3,3,12 Dec 2025,14 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Lekki County Homes Estate ( Megamond) Ikota Lekki Lagos,"₦600,000,000",5,5,6,18 Dec 2025,18 Feb 2026
For sale: Federal Housing Authority,House,Aco Gra Lugbe Lugbe Abuja Phase 4,"₦73,920,000",3,4,4,08 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment With Swimming Pool,Flat & Apartment,Lekki Phase 1 Lagos,"₦330,000,000",2,2,3,10 Dec 2025,18 Feb 2026
For sale: Land Measuring 1007sqm Ikoyi,Land,Ikoyi Lagos,"₦3,500,000/sqm",,,,12 Dec 2025,18 Feb 2026
For sale: Luxurious 5 Beds Duplex With A Pool,House,Lekki County Lekki Lagos,"₦400,000,000",5,,,27 Dec 2025,18 Feb 2026
For sale: 🏡 For Sale | Luxury 5 Bedroom Fully Detached Duplex With Bq & Pool,House,Lekki County Homes Lekki Lagos,"₦420,000,000",5,,,27 Dec 2025,18 Feb 2026
For sale: Elizabeth Court 3 Bedroom Apartment,Flat & Apartment,Mowe Ofada Mowe Ogun Area,"₦42,500,000",3,,,28 Dec 2025,18 Feb 2026
For sale: Landview Investment,Land,Ogun Area,"₦1,000,000",,,,05 Jan 2026,18 Feb 2026
For sale: 3 Bedroom Terrace Duplex For Sale‼️‼️,House,Before Lagos Business School Ajah Lagos,"₦80,000,000",3,,,09 Jan 2026,18 Feb 2026
For sale: Land Measuring 1100sqm Ikoyi,Land,Ikoyi Lagos,"₦2,000,000/sqm",,,,28 Nov 2025,18 Feb 2026
For sale: Jv Development Opportunity –lekki Phase 1,Land,Lekki Phase 1 Lagos,"₦1,000,000,000",,,,28 Nov 2025,18 Feb 2026
For sale: Ultra Luxury Exquisite Top Notch Duplex,House,Old Ikoyi Lagos,"₦1,500,000,000",5,,,26 Jan 2026,18 Feb 2026
"For sale: Brand New, Luxury & Spacious 5 Bedroom Fully Detached Duplex With Bq And Swimming Pool Etc",House,Prosper Lekki Phase 1 Lagos,"₦12,000,000,000",,,,22 Jan 2026,18 Feb 2026
For sale: Luxurious 4bedroom With Pool,House,Ajah Lagos,"₦260,000,000",4,,,15 Jan 2026,18 Feb 2026
For sale: Spacious Fully Serviced 4 Bedroom Terrace Duplex With A Bq For Sale,House,Osapa London Lekki Lagos,"₦250,000,000",4,,,15 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Sports Centre,House,Jahi Abuja Phase 2,"₦460,000,000",4,4,5,16 Jan 2026,18 Feb 2026
For sale: Massive 4 Bedroom Terrace Duplex With Bq,House,Jahi Abuja Phase 2,"₦450,000,000",4,4,5,17 Jan 2026,18 Feb 2026
For sale: Ayhomes Luxury Bungalow,House,Igando Ibeju Lekki Lagos,"₦80,000,000",4,,,20 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 6 Bedroom Detached Duplex With Swimming Pool,House,Efab Metropolis Karsana Abuja Phase 3,"₦520,000,000",6,6,7,22 Jan 2025,18 Feb 2026
For sale: Massive 5 Bedroom Detached Duplex With 2 Rooms Chalet + 3 Rooms Bq,House,Guzape Abuja Phase 1,"₦2,800,000,000",5,5,6,11 Oct 2025,18 Feb 2026
For sale: Tastefully Furnished 5 Bedroom Detached Duplex With Elevator + Cinema + Cinema,House,Apo Legislative Quarters Apo Abuja Phase 2,"₦700,000,000",5,5,6,12 Oct 2025,18 Feb 2026
For sale: Ultra Luxury Exquisite Top Notch Duplex,House,Old Ikoyi Lagos,"₦1,500,000,000",5,,,26 Jan 2026,18 Feb 2026
"For sale: | Luxury 5 Bedroom Fully Detached Duplex With Home Elevator, Cinema, Swimming Pool & Bq",House,Osapa Lekki Lagos,"₦830,000,000",5,,,24 Oct 2025,18 Feb 2026
For sale: Luxury 4bedroom Terrace Duplex,House,Ikota Lekki Lagos,"₦95,000,000",4,,,24 Oct 2025,18 Feb 2026
For sale: Magnificent 5 Beds With A Private Pool,House,Ikota Lekki Lagos,"₦330,000,000",5,,,24 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 7 Bedroom Detached Duplex With Elevator + Cinema + Swimming Pool,House,Off Ty Danjuma Street Asokoro Abuja Phase 1,"₦4,500,000,000",7,7,8,24 Oct 2025,18 Feb 2026
For sale: Contemporary 5 Bedroom Detached Duplex With Bq And Pool,House,Ajah Lagos,"₦250,000,000",5,,,19 Oct 2025,18 Feb 2026
For sale: Affordable 3 Bedroom Apartment With Bq,Flat & Apartment,Lekki Phase 1 Lagos,"₦235,000,000",3,3,4,21 Oct 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Osapa London Lekki Phase 1 Lagos,"₦1,500,000,000",5,5,6,22 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Apartment With Elevator + Swimming Pool,Flat & Apartment,Old Ikoyi Lagos,"₦950,000,000",4,4,5,25 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment With Elevator,Flat & Apartment,Ikate Elegushi Lekki Lagos,"₦200,000,000",2,2,3,15 Oct 2025,18 Feb 2026
For sale: Lekki Phase 1 Tastefully 5bedroom Duplex,House,Lekki Phase 1 Lagos,"₦820,000,000",5,,,29 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 3 Bedroom Apartment With Elevator + Swimming Pool,Flat & Apartment,Lekki Phase 1 Lagos,"₦300,000,000",3,3,4,05 Feb 2026,18 Feb 2026
For sale: Newly Built 4 Bed Maisonette With Rooftop Swimming Pool,House,Mojisola Onikoyi Estate Lagos,"$1,755,000",4,4,5,23 Dec 2025,17 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With Bq,House,Eleko Junction Eleko Ibeju Lekki Lagos,"₦350,000,000",5,5,6,17 Sep 2025,18 Feb 2026
For sale: Upscale 5 Bedroom Fully Detached Duplex With 2 Rooms Bq,House,Lekki Phase 1 Lagos,"₦800,000,000",5,5,6,29 Sep 2025,18 Feb 2026
For sale: Land Measuring 900 Sqm,Land,Lekki Phase 1 Lagos,"₦950,000,000",,,,29 Sep 2025,18 Feb 2026
For sale: Newly Built 2 Bedroom Apartment With Swimming Pool,Flat & Apartment,Ikate Elegushi Lekki Lagos,"₦220,000,000",2,2,3,29 Sep 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Bq,House,Jahi Abuja Phase 2,"₦350,000,000",4,4,5,30 Sep 2025,18 Feb 2026
For sale: Massive 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Osapa Lekki Lagos,"₦500,000,000",5,5,6,11 Sep 2025,18 Feb 2026
"For sale: Newly Built, Luxury 5 Bedroom Semi Detached House With Bq",House,Ikoyi Lagos,"₦1,200,000,000",5,5,6,01 Oct 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex,House,Life Camp Abuja Phase 3,"₦250,000,000",4,4,5,02 Oct 2025,18 Feb 2026
For sale: Tastefully Furnished 5 Bedroom Detached Duplex With Bq,House,Life Camp Abuja Phase 3,"₦350,000,000",5,5,6,02 Oct 2025,18 Feb 2026
For sale: Magnificent 5 Beds With A Private Pool,House,Chevron Drive Lekki Lagos,"₦600,000,000",5,,,31 Jan 2026,18 Feb 2026
For sale: 4 Bedroom Terrace With Bq Abuja,House,Guzape Abuja Phase 1,"₦350,000,000",4,4,5,19 Nov 2025,18 Feb 2026
For sale: Detached House,House,Lekki Phase 1 Lagos,"₦700,000,000",,,,19 Nov 2025,18 Feb 2026
For sale: Serviced 3 & 4 Bedroom Terrace Duplex,House,Abraham Adesanya Ajah Lagos,"₦90,000,000",3,,,20 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex In A Beautiful Estate,House,Royal Garden Estate Ajiwe Ajah Lagos,"₦600,000,000",5,5,6,14 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Ocean Breeze Estate Ologolo Lekki Lagos,"₦500,000,000",5,5,6,14 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,Idado Lekki Lagos,"₦550,000,000",5,5,6,15 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex,House,Royal Garden Estate Ajiwe Ajah Lagos,"₦550,000,000",5,5,6,15 Nov 2025,18 Feb 2026
For sale: Outstanding Luxury 5 Bed Fully Detached Duplex,House,Chevron Lekki Lagos,"₦450,000,000",5,,,08 Nov 2025,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment With Swimming Pool,Flat & Apartment,Lekki Phase 1 Lagos,"₦400,000,000",2,2,3,09 Nov 2025,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With Elevator (semi Finished,House,Katampe Ext. Abuja Phase 2,"₦2,000,000,000",6,6,7,24 Jan 2026,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex With Bq,House,Guzape Abuja Phase 1,"₦350,000,000",4,4,5,29 Jan 2026,18 Feb 2026
"For sale: Charming 5 Bedroom Detached Duplex With Swimming Pool, Rooftop Terrace & Bq",House,Chevron Tollgate Lekki Lagos,"₦395,000,000",5,5,6,18 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Maisonette With Elevator,House,Banana Island Ikoyi Lagos,"₦2,200,000,000",4,4,5,14 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex With Bq,House,Asokoro Abuja Phase 1,"₦600,000,000",4,4,5,19 Nov 2025,18 Feb 2026
For sale: Don’t Miss This Promo Own Acres Of Land At Airview Estate,Land,Ayetoro Ibejulekki Behind The International Airport Ibeju Lekki Lagos,"₦25,000,000",,,,10 Oct 2025,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex,House,Capital Hub Mabushi Abuja Phase 1,"₦300,000,000",4,4,5,10 Nov 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace Duplex,House,Nike Art Gallary Lekki Phase 1 Lagos,"₦350,000,000",4,4,5,10 Feb 2026,18 Feb 2026
For sale: Quintessential 5bedroom Luxurious Duplex And Pool,House,Ologolo Lekki Lagos,"₦420,000,000",5,,,16 Feb 2026,18 Feb 2026
For sale: Luxurious 5 Beds Detached Duplex With A Dedicated Inverter,House,Osapa London Lekki Lagos,"₦440,000,000",5,,,16 Feb 2026,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex With Bq,House,Ologolo Lekki Lagos,"₦175,000,000",4,4,5,16 Jun 2025,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Maisonette,House,Lekki Phase 1 Lagos,"₦450,000,000",2,2,3,06 Feb 2026,18 Feb 2026
For sale: Brand New And Well Located 4 Bedroom Terrace Duplex With Bq,House,Off Freedom Way Lekki Lagos,"₦385,000,000",4,4,5,20 Jan 2026,15 Feb 2026
For sale: Fcda C Of O,Flat & Apartment,Wuse Zone 3 Zone 1 7 Abuja Phase 1,"₦150,000,000",2,3,3,09 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Terrace Duplex In A Strategic Location,House,Life Camp Abuja Phase 3,"₦220,000,000",4,4,5,22 Feb 2024,18 Feb 2026
For sale: The Most Affordable Land At Landview City,Land,"Osele Uku, Asaba Delta State Asaba Delta","₦3,000,000",,,,31 Dec 2024,18 Feb 2026
For sale: Affordable 4 Bedroom Detached Duplex With Bq,House,Maitama Abuja Phase 1,"₦1,500,000,000",5,5,6,15 Feb 2026,18 Feb 2026
