,title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
7437,"Block Of Flats ,8 Units Of Standard One Bedroom Flat & 2 Units Of Stud",flat/apartment,"alapere, ketu, lagos",400000000.0,high,,,,,2026-01-25,NaT,Lagos
7438,Luxury 3-bedroom Flat With Maid's Room,flat/apartment,"agungi, lekki, lagos",160000000.0,high,3.0,3.0,53333333.33,,2026-01-22,NaT,Lagos
7439,Block Of 6 Flats,flat/apartment,"opic, isheri north, ogun",200000000.0,high,3.0,,66666666.67,,2026-01-22,NaT,Ogun
7440,Stunning Serviced 4 Bedroom Terrace Duplex With Bq,house,"ikate lekki lagos, ikate, lekki, lagos",300000000.0,high,4.0,4.0,75000000.0,,2026-01-25,NaT,Lagos
7441,Luxury 3bedroom Terrace Duplex With Bq,house,"by fct-firs, fo1 layout, kubwa, abuja",85000000.0,high,4.0,4.0,21250000.0,,2026-01-25,NaT,Abuja
7442,Newly Built 4 Bedroom Fully Detached  Duplex With Bq And A Pool,fully detached,"ikeja, lagos",270000000.0,high,4.0,,67500000.0,,2026-01-25,NaT,Lagos
7443,Super Luxury 5 Bedroom Detached Home With Bq & Swimming Pool For Grab,flat/apartment,"chevron, lekki, lagos",600000000.0,high,5.0,6.0,120000000.0,,2026-01-25,NaT,Lagos
7444,Spacious Built 3 Bedroom Apartments With A Room Bq...,flat/apartment,"yaba, lagos",195000000.0,high,4.0,,48750000.0,,2026-01-25,NaT,Lagos
7445,Spacious 3bedroom Bungalow,bungalow,"solar city elerengbe, ibeju lekki, lagos",69000000.0,high,3.0,3.0,23000000.0,,2026-01-25,NaT,Lagos
7446,Alluringly Finished Luxury 5 Bedroom Detached Home With Bq & Swimming,flat/apartment,"second toll gate, lekki, lagos",480000000.0,high,5.0,6.0,96000000.0,,2026-01-25,NaT,Lagos
7447,"4 Bedroom Semi-detached Duplex With Bq  At Lekki Palm City, Aj",semi detached duplex,"duplex  location  lekki palm city, ajah, lagos, ajah, lagos",160000000.0,high,4.0,,40000000.0,,2026-01-25,NaT,Lagos
7448,Super Luxury 6bedrooms Detached Duplex + Bq Gym Swim/pool Cinema Etc,detached duplex,"chevron, lekki, lagos",750000000.0,high,6.0,,125000000.0,,2026-01-25,NaT,Lagos
7449,Brand New 4 Bedrooms House In An Exclusive Close,flat/apartment,"off hospital road, gbagada, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-22,NaT,Lagos
7450,Wonderfully Finished 4 Bedroom Semi-detached Duplex + Bq & Solar,semi detached duplex,"abraham adesanya, ajah, lagos",180000000.0,high,4.0,5.0,45000000.0,,2026-01-25,NaT,Lagos
7451,Distress 4 Bedroom Terrace Duplex For At Paradise 2,house,"paradise 2 estate chevron alternative, lekki, lagos",185000000.0,high,4.0,4.0,46250000.0,,2026-01-25,NaT,Lagos
7452,5bedroom Fully Detached Duplex In Karsana,fully detached,"along the express of kubwa, karsana, abuja",200000000.0,high,5.0,6.0,40000000.0,,2026-01-25,NaT,Abuja
7453,Massive 4 Bedroom Semi-detached Duplex With Bq,semi detached duplex,"kado, abuja",360000000.0,high,4.0,4.0,90000000.0,,2026-01-25,NaT,Abuja
7454,Luxury 2bedroom Apartment With Study Room,flat/apartment,"by lento aluminum, jabi, abuja",60000000.0,high,2.0,3.0,30000000.0,,2026-01-25,NaT,Abuja
7455,Luxury 5bedroom Detached Duplex,detached duplex,"by nigerian army wives association estate, galadimawa, abuja",150000000.0,high,5.0,5.0,30000000.0,,2026-01-25,NaT,Abuja
7456,4 Bedroom Terrace Duplex,house,"suram estate, pyakasa, lugbe district, abuja",20000000.0,mid,4.0,5.0,5000000.0,2026-02-01,2026-01-25,2026-02,Abuja
7457,Newly Built 5  Bedroom Fully Detached Duplex With A Room Bq,fully detached,"contemporary designed home with bq in a secured estate, omole phase 2, ikeja, lagos",600000000.0,high,5.0,4.0,120000000.0,,2026-01-25,NaT,Lagos
7458,"Fully Serviced 4 Bedroom Terrace Duplex With Bq, & Swimming Pool",house,"lekki phase 1, lekki, lagos",350000000.0,high,4.0,5.0,87500000.0,,2026-01-25,NaT,Lagos
7459,"5 Bedroom Fully Detached House With All Rooms En-suite, Fitted Kitchen",fully detached,"parkview, ikoyi, lagos",1600000000.0,high,5.0,6.0,320000000.0,,2026-01-22,NaT,Lagos
7460,5 Nos Of 3 Bedroom Luxury Flat,flat/apartment,"gra phase 1, magodo, lagos",500000000.0,high,3.0,4.0,166666666.7,,2026-01-25,NaT,Lagos
7461,Spaciously Built 5 Bedroom Fully Detached Duplex With Bq,fully detached,"gra phase 1, magodo, lagos",480000000.0,high,5.0,5.0,96000000.0,,2026-01-25,NaT,Lagos
7462,Luxury 4 Bedroom Fully Detached Duplex,fully detached,"s03, osuma district, katampe extension, katampe, abuja",35000000.0,mid,,,,,2026-01-25,NaT,Abuja
7463,Luxury 5-bedroom Home With Private Gym & Swimming Pool,flat/apartment,"ikota, lekki, lagos",460000000.0,high,5.0,5.0,92000000.0,,2026-01-19,NaT,Lagos
7464,Exquisitely Built 3 Bedroom Apartment,flat/apartment,"ikota, lekki, lagos",90000000.0,high,3.0,3.0,30000000.0,,2026-01-25,NaT,Lagos
7465,A Newly Built 4 Bedroom Semi Detached House,semi detached duplex,"off spar road, ikate, lekki, lagos",330000000.0,high,3.0,3.0,110000000.0,,2026-01-25,NaT,Lagos
7466,Classy 4 Bedroom Terrace  Duplex With A Bq,house,"ikate lekki lagos, ikate, lekki, lagos",300000000.0,high,4.0,4.0,75000000.0,,2026-01-25,NaT,Lagos
7467,Luxury 2 Bedroom Apartment With A Bq In A Flood Free Axis,flat/apartment,"ikate lekki lagos, ikate, lekki, lagos",220000000.0,high,2.0,2.0,110000000.0,,2026-01-25,NaT,Lagos
7468,7 Bedroom Fully Detached Duplex With Bq,fully detached,"off allen avenue, ikeja, lagos",275000000.0,high,7.0,8.0,39285714.29,,2026-01-22,NaT,Lagos
7469,2-bedroom Deluxe Apartment,flat/apartment,"jahi, abuja",181000000.0,high,2.0,2.0,90500000.0,,2025-12-21,NaT,Abuja
7470,A Commercial Building On A Land Measuring Approximately 772,land,"off toyln st, ikeja, lagos",650000000.0,high,6.0,7.0,108333333.3,,2026-01-25,NaT,Lagos
7471,4 Bedrooms Semi Detached Duplex,semi detached duplex,"life camp, abuja",300000000.0,high,4.0,,75000000.0,,2025-11-08,NaT,Abuja
7472,A Well Positioned 4 Units Of 3 Bedroom Flat In A Gated Estate In Bador,flat/apartment,"badore road,, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-25,NaT,Lagos
7473,"1,786sqm Residential Plot In Lovely Location",land,"durumi, abuja",300000000.0,high,,,,,2026-01-25,NaT,Abuja
7474,A Fully Detached 6 Bedroom Duplex In Lokogoma,fully detached,"lokogoma district, abuja",300000000.0,high,6.0,,50000000.0,,2026-01-25,NaT,Abuja
7475,Premium Spacious 4-bedroom Fully Detached Duplex With Boys' Quarters,fully detached,"orchid, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-25,NaT,Lagos
7476,4 Bedroom Detached Duplex,detached duplex,"thomas estate, ajah, lagos",165000000.0,high,4.0,4.0,41250000.0,,2026-01-25,NaT,Lagos
7477,"Off Plan 2 Bedroom Apartment With Bq, Pool And Gym",flat/apartment,"off hakeem dickson, lekki phase 1, lekki, lagos",195000000.0,high,2.0,2.0,97500000.0,2025-07-07,2026-01-15,2025-07,Lagos
7478,3 Bedroom Apartment,flat/apartment,"very spacious family centric building, ogba, ikeja, lagos",110000000.0,high,3.0,3.0,36666666.67,,2026-01-25,NaT,Lagos
7479,4 Bedroom Detached House Duplex With Bq,detached duplex,"orchid lekki, lekki phase 2, lekki, lagos",310000000.0,high,5.0,5.0,62000000.0,,2026-01-25,NaT,Lagos
7480,"Fully Serviced, Ample 2 Bedrooms Apartment",flat/apartment,"banana island, ikoyi, lagos",700000000.0,high,2.0,1.0,350000000.0,,2026-01-19,NaT,Lagos
7481,"5 Bedroom Fully Detached House With All Rooms En-suite, Fitted Kitchen",fully detached,"parkview, ikoyi, lagos",1600000000.0,high,5.0,6.0,320000000.0,,2026-01-22,NaT,Lagos
7482,Affordable 2 Bedroom Duplex For 18years Lease,house,"just behind baptist church in a secured and fast appreciating neighbor, obanikoro, shomolu, lagos",46000000.0,mid,2.0,2.0,23000000.0,,2026-01-25,NaT,Lagos
7483,5 Nos Of 3 Bedroom Luxury Flat,flat/apartment,"gra phase 1, magodo, lagos",500000000.0,high,3.0,4.0,166666666.7,,2026-01-25,NaT,Lagos
7484,4 Unit Of 2 Bedroom Flat,flat/apartment,"olu ã¡â»âœdo estate, ebute, ikorodu, lagos",80000000.0,high,8.0,8.0,10000000.0,,2026-01-25,NaT,Lagos
7485,Massive 5 Bedroom Detached Duplex With Elevator Shaft,detached duplex,"diplomatic zone, katampe extension, katampe, abuja",1400000000.0,high,5.0,5.0,280000000.0,,2026-01-25,NaT,Abuja
7486,Estate Land,land,"eliozu, port harcourt, rivers",49500000.0,mid,,,,,2026-01-23,NaT,Rivers
7487,Primed 600qm & 1020sqm In A Beautiful Estate,land,"maiyegun beach estate, jakande, lekki, lagos",500000000.0,high,,,,,2025-12-22,NaT,Lagos
7488,Luxury 5-bedroom Home With Private Gym & Swimming Pool,flat/apartment,"ikota, lekki, lagos",460000000.0,high,5.0,5.0,92000000.0,,2026-01-19,NaT,Lagos
7489,"Grandiose, Luxurious, Fully Serviced 3 Bedroom Apartment",flat/apartment,"eko atlantic city, lagos",1040000000.0,high,3.0,3.0,346666666.7,,2026-01-19,NaT,Lagos
7490,"Grandiose, Luxurious, Fully Serviced 3 Bedroom Apartment",flat/apartment,"eko atlantic city, lagos",805000000.0,high,3.0,3.0,268333333.3,,2026-01-19,NaT,Lagos
7491,Luxury 4 Bedroom Terrace Duplex With Bq,house,"jahi by navy quaters, jahi, abuja",500000000.0,high,4.0,4.0,125000000.0,2025-04-12,2025-12-04,2025-04,Abuja
7492,Luxury 5 Bedroom Semi-detached Duplex With Excellent Finishing,semi detached duplex,"by emaded filling station, mabushi, abuja",330000000.0,high,5.0,5.0,66000000.0,,2026-01-25,NaT,Abuja
7493,Affordable Farmland With Massive Returns,land,"close to funnab alabata and other developes area, odeda, ogun",700000.0,low,,,,,2026-01-25,NaT,Ogun
7494,5bedroom Duplex With Bq Land Size 800sq With C Of O Location Wuse2,land,"wuse 2, abuja",800000000.0,high,5.0,,160000000.0,,2026-01-25,NaT,Abuja
7495,3 Bedroom Apartment,flat/apartment,"elegantly built 3 bedroom with bq within idera scheme, ibeju lekki, lagos",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Lagos
7496,"7 Bedroom Detached House With Big Sitting For Open Space Office, Board",flat/apartment,"victoria island (vi), lagos",2600000000.0,high,7.0,7.0,371428571.4,,2026-01-25,NaT,Lagos
7497,Spacious 3 Bedroom Fully Detached Bungalow + Bq,fully detached,"in a very secured estate celebration parlkland estate and resort idera, ibeju lekki, lagos",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Lagos
7498,Grandiose 5 Bedrooms Detached Home ( Fully Serviced),flat/apartment,"lekki phase 1, lekki, lagos",850000000.0,high,5.0,5.0,170000000.0,,2026-01-19,NaT,Lagos
7499,Gigantic 3 Bedroom Detached Home On Large Grounds (with 2-room Bq),flat/apartment,"northern foreshore estate, chevron drive, agungi, lekki, lagos",550000000.0,high,4.0,3.0,137500000.0,2024-11-03,2026-01-19,2024-11,Lagos
7500,1000 Sqm Vacant Residential Land,land,"pinnock beach estate, osapa, lekki, lagos",800000000.0,high,,,,2024-07-08,2026-01-19,2024-07,Lagos
7501,Fully Serviced Contemporary 4 Bedroom Terraced Duplex,terraced duplex,"ikate elegushi, lekki, lagos",420000000.0,high,4.0,4.0,105000000.0,2024-12-12,2026-01-19,2024-12,Lagos
7502,Ample 2 Bedroom Apartment With Great Facilities (off Plan),flat/apartment,"off freedom way, ikate elegushi, lekki, lagos",207000000.0,high,2.0,2.0,103500000.0,,2026-01-19,NaT,Lagos
7503,Grand 5 Bedroom Terraced House With Excellent Facilities (off Plan),flat/apartment,"off freedom way, ikate elegushi, lekki, lagos",480000000.0,high,5.0,5.0,96000000.0,,2026-01-19,NaT,Lagos
7504,Grand 5 Bedroom Detached House With Excellent Facilities (off Plan),flat/apartment,"off freedom road, ikate elegushi, lekki, lagos",750000000.0,high,5.0,5.0,150000000.0,,2026-01-19,NaT,Lagos
7505,Ample 1 Bedroom Apartment With Great Facilities (off Plan),flat/apartment,"off freedom road, ikate elegushi, lekki, lagos",105000000.0,high,1.0,1.0,105000000.0,,2026-01-19,NaT,Lagos
7506,Luxury 3 Bedroom Apartment With Great Facilities (near Completion),flat/apartment,"ikate elegushi, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-19,NaT,Lagos
7507,"New Built, Fully Serviced 4 Bedroom Terraced Duplex",terraced duplex,"oniru, victoria island (vi), lagos",600000000.0,high,4.0,4.0,150000000.0,2024-04-07,2026-01-19,2024-04,Lagos
7508,"Fully Serviced, Ample 3 Bedroom Apartment",flat/apartment,"banana island, ikoyi, lagos",850000000.0,high,3.0,3.0,283333333.3,,2026-01-19,NaT,Lagos
7509,Fully Fenced Land Measuring 750 Sqm,land,"osborne, ikoyi, lagos",1700000.0,low,,,,,2026-01-19,NaT,Lagos
7510,New Ample 4 Bedroom Pent-house Maisonette With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",1250000000.0,high,4.0,4.0,312500000.0,,2026-01-19,NaT,Lagos
7511,New Ample 5 Bedroom Pent-floor Maisonette With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",3000000000.0,high,5.0,5.0,600000000.0,2024-11-09,2026-01-19,2024-11,Lagos
7512,Grandiose Contemporary 6 Bedrooms Detached House (with 2 Room Bq),flat/apartment,"off bourdillon road, old ikoyi, ikoyi, lagos",2720000000.0,high,6.0,6.0,453333333.3,,2026-01-19,NaT,Lagos
7513,Block Of Flats,flat/apartment,"temple axis, new oko-oba, agege, lagos",60000000.0,high,2.0,,30000000.0,,2026-01-25,NaT,Lagos
7514,Well Maintained 4 Bedrooms Apartment On 2nd Floor,flat/apartment,"1004 estate, victoria island (vi), lagos",300000000.0,high,4.0,3.0,75000000.0,,2026-01-19,NaT,Lagos
7515,Exquisitely Furnished 4 Bedroom Pent-house Maisonette,flat/apartment,"victoria island (vi), lagos",4950000000.0,high,4.0,4.0,1237500000.0,2024-05-10,2026-01-19,2024-05,Lagos
7516,Opulent 3 Bedroom Apartment With State-of-the-art Facilities,flat/apartment,"victoria island (vi), lagos",3630000000.0,high,3.0,3.0,1210000000.0,2024-05-10,2026-01-19,2024-05,Lagos
7517,"Grandiose, Luxurious, Fully Serviced 3 Bedroom Apartment",flat/apartment,"eko atlantic city, lagos",1040000000.0,high,3.0,3.0,346666666.7,,2026-01-19,NaT,Lagos
7518,Luxury Three Bedroom Penthouse With Bq,flat/apartment,"haven pearl estate, haven homes, lekki phase 1, lekki, lagos",400000000.0,high,3.0,3.0,133333333.3,2026-09-01,2026-01-09,2026-09,Lagos
7519,An Impeccably Built 4 Bedroom Fully Detached Duplex With Bq,fully detached,"lekki phase 1, lekki, lagos",1100000000.0,high,4.0,5.0,275000000.0,,2026-01-22,NaT,Lagos
7520,"New Built, Massive Private 5 Bedroom Semi-detached Home",semi detached duplex,"ikate elegushi, lekki, lagos",900000000.0,high,5.0,5.0,180000000.0,,2026-01-19,NaT,Lagos
7521,"New Built, Massive Private 5 Bedroom Semi-detached Home",semi detached duplex,"ikate elegushi, lekki, lagos",950000000.0,high,5.0,5.0,190000000.0,,2026-01-19,NaT,Lagos
7522,Fully Serviced Contemporary 4 Bedroom Terraced Duplex,terraced duplex,"ikate elegushi, lekki, lagos",420000000.0,high,4.0,4.0,105000000.0,2024-12-12,2026-01-19,2024-12,Lagos
7523,Ample 2 Bedroom Apartment With Great Facilities (off Plan),flat/apartment,"off freedom way, ikate elegushi, lekki, lagos",207000000.0,high,2.0,2.0,103500000.0,,2026-01-19,NaT,Lagos
7524,Grand 5 Bedroom Terraced House With Excellent Facilities (off Plan),flat/apartment,"off freedom way, ikate elegushi, lekki, lagos",480000000.0,high,5.0,5.0,96000000.0,,2026-01-19,NaT,Lagos
7525,Grand 5 Bedroom Detached House With Excellent Facilities (off Plan),flat/apartment,"off freedom road, ikate elegushi, lekki, lagos",750000000.0,high,5.0,5.0,150000000.0,,2026-01-19,NaT,Lagos
7526,Water-front Land Measuring 2200 Sqm,land,"banana island, ikoyi, lagos",3800000.0,low,,,,,2026-01-19,NaT,Lagos
7527,"Fully Serviced, Ample 3 Bedroom Apartment",flat/apartment,"banana island, ikoyi, lagos",850000000.0,high,3.0,3.0,283333333.3,,2026-01-19,NaT,Lagos
7528,Fully Serviced 6 Bedroom Waterfront Detached Home (with Private Jetty),flat/apartment,"banana island, ikoyi, lagos",7500000000.0,high,6.0,6.0,1250000000.0,,2026-01-19,NaT,Lagos
7529,Gigantic 5 Bedroom Penthouse With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",2200000000.0,high,5.0,5.0,440000000.0,,2026-01-19,NaT,Lagos
7530,Gigantic 5 Bedroom Penthouse Maisonette With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",3500000000.0,high,5.0,5.0,700000000.0,,2026-01-19,NaT,Lagos
7531,Contemporary 4 Bedroom Terraced Duplex (near Completion),terraced duplex,"old ikoyi, ikoyi, lagos",2450000000.0,high,4.0,4.0,612500000.0,,2026-01-19,NaT,Lagos
7532,Gigantic 4 Bedroom Apartment In An Upscale Residential Building,flat/apartment,"old ikoyi, ikoyi, lagos",2880000000.0,high,4.0,4.0,720000000.0,2025-09-04,2026-01-19,2025-09,Lagos
7533,Fully Serviced Ample 3 Bedroom Apartment (near Completion),flat/apartment,"old ikoyi, ikoyi, lagos",1200000000.0,high,3.0,3.0,400000000.0,2025-02-04,2026-01-19,2025-02,Lagos
7534,3 Bedroom Apartment With Bq,flat/apartment,"fully detached beautifully built bungalow with bq and ample parking, lekki, lagos",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Lagos
7535,New Built 3 Bedroom Apartment (serviced),flat/apartment,"victoria island (vi), lagos",600000000.0,high,3.0,3.0,200000000.0,,2026-01-19,NaT,Lagos
7536,"Grandiose, Ample, And Fully Serviced 3 Bedroom Apartment",flat/apartment,"off adeola odeku way, victoria island (vi), lagos",700000000.0,high,3.0,3.0,233333333.3,2025-08-04,2026-01-19,2025-08,Lagos
7537,500sqm Fenced Land With Dilapidated 2 Bedroom House,land,"off ajao road, ikeja, lagos",350000000.0,high,,,,,2026-01-19,NaT,Lagos
7538,New Built 3 Bedroom Luxury Apartment With Great Facilities,flat/apartment,"victoria island (vi), lagos",650000000.0,high,3.0,3.0,216666666.7,,2026-01-19,NaT,Lagos
7539,Lovely Built 6 Bedroom Contemporary Duplex With Swimming Pool,house,"guzape district, abuja",1000000000.0,high,6.0,7.0,166666666.7,2025-10-12,2025-12-10,2025-10,Abuja
7540,An Impeccably Built 4 Bedroom Fully Detached Duplex With Bq,fully detached,"lekki phase 1, lekki, lagos",1100000000.0,high,4.0,5.0,275000000.0,,2026-01-22,NaT,Lagos
7541,Well Built 2 Bedroom Maisonette Within A New Residential Court,flat/apartment,"off alfa beach road, osapa, lekki, lagos",100000000.0,high,2.0,2.0,50000000.0,,2026-01-19,NaT,Lagos
7542,Well Built 1 Bedroom Apartment Within A New Residential Court,flat/apartment,"off alfa beach road, osapa, lekki, lagos",55000000.0,high,1.0,2.0,55000000.0,,2026-01-19,NaT,Lagos
7543,Massive 4 Bedroom Terrace Duplex Within A New Residential Court,house,"ikate elegushi, lekki, lagos",320000000.0,high,4.0,4.0,80000000.0,,2026-01-19,NaT,Lagos
7544,"New Built, Massive Private 5 Bedroom Semi-detached Home",semi detached duplex,"ikate elegushi, lekki, lagos",900000000.0,high,5.0,5.0,180000000.0,,2026-01-19,NaT,Lagos
7545,"New Built, Massive Private 5 Bedroom Semi-detached Home",semi detached duplex,"ikate elegushi, lekki, lagos",950000000.0,high,5.0,5.0,190000000.0,,2026-01-19,NaT,Lagos
7546,Water-front Land Measuring 2200 Sqm,land,"banana island, ikoyi, lagos",3800000.0,low,,,,,2026-01-19,NaT,Lagos
7547,Massive Water-view Residential Land Measuring 5100 Sqm,land,"parkview estate, parkview, ikoyi, lagos",1500000.0,low,,,,,2026-01-19,NaT,Lagos
7548,Ample Contemporary 4 Bedroom Terrace House,flat/apartment,"old ikoyi, ikoyi, lagos",1100000000.0,high,4.0,4.0,275000000.0,,2026-01-19,NaT,Lagos
7549,Grandiose 4 Bedroom Luxury Apartment With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",5900000000.0,high,4.0,4.0,1475000000.0,2025-01-09,2026-01-19,2025-01,Lagos
7550,"Ample, Luxury 3 Bedroom Apartment With Excellent Facilities",flat/apartment,"old ikoyi, ikoyi, lagos",800000000.0,high,3.0,3.0,266666666.7,2025-01-09,2026-01-19,2025-01,Lagos
7551,Gigantic 5 Bedroom Penthouse With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",2200000000.0,high,5.0,5.0,440000000.0,,2026-01-19,NaT,Lagos
7552,Gigantic 5 Bedroom Penthouse Maisonette With Great Facilities,flat/apartment,"old ikoyi, ikoyi, lagos",3500000000.0,high,5.0,5.0,700000000.0,,2026-01-19,NaT,Lagos
7553,Contemporary 4 Bedroom Terraced Duplex (near Completion),terraced duplex,"old ikoyi, ikoyi, lagos",2450000000.0,high,4.0,4.0,612500000.0,,2026-01-19,NaT,Lagos
7554,Gigantic 4 Bedroom Apartment In An Upscale Residential Building,flat/apartment,"old ikoyi, ikoyi, lagos",2880000000.0,high,4.0,4.0,720000000.0,2025-09-04,2026-01-19,2025-09,Lagos
7555,Fully Serviced Ample 3 Bedroom Apartment (near Completion),flat/apartment,"old ikoyi, ikoyi, lagos",1200000000.0,high,3.0,3.0,400000000.0,2025-02-04,2026-01-19,2025-02,Lagos
7556,Luxury 3 Bedroom Apartment With Great Facilities,flat/apartment,"victoria island (vi), lagos",900000000.0,high,3.0,3.0,300000000.0,2025-05-08,2026-01-19,2025-05,Lagos
7557,3 Bedroom Apartment With Bq,flat/apartment,"fully detached beautifully built bungalow with bq and ample parking, lekki, lagos",75000000.0,high,3.0,3.0,25000000.0,,2026-01-25,NaT,Lagos
7558,New Built 3 Bedroom Apartment (serviced),flat/apartment,"victoria island (vi), lagos",600000000.0,high,3.0,3.0,200000000.0,,2026-01-19,NaT,Lagos
7559,"Grandiose, Ample, And Fully Serviced 3 Bedroom Apartment",flat/apartment,"off adeola odeku way, victoria island (vi), lagos",700000000.0,high,3.0,3.0,233333333.3,2025-08-04,2026-01-19,2025-08,Lagos
7560,Fully Furnished 5 Bedrooms Duplex,house,"peaceville estate, idado, lekki, lagos",1500000000.0,high,5.0,6.0,300000000.0,,2026-01-23,NaT,Lagos
7561,Well Built 2 Bedroom Maisonette Within A New Residential Court,flat/apartment,"off alfa beach road, osapa, lekki, lagos",100000000.0,high,2.0,2.0,50000000.0,,2026-01-19,NaT,Lagos
7562,Private 4 Bedroom Detached Home,flat/apartment,"ikate elegushi, lekki, lagos",1000000000.0,high,4.0,4.0,250000000.0,2026-05-01,2026-01-19,2026-05,Lagos
7563,Well Maintained 3 Bedroom Luxury Apartment With Great Facilities,flat/apartment,"oniru, victoria island (vi), lagos",480000000.0,high,3.0,3.0,160000000.0,2025-12-11,2026-01-19,2025-12,Lagos
7564,Luxuriously Built 2 Bedroom Apartment In A World Class Environment,flat/apartment,"27, signature apartments, abule egba, agege, lagos",60000000.0,high,2.0,2.0,30000000.0,2025-09-06,2026-01-21,2025-09,Lagos
7565,3000sqm Waterfront Land With Existing Jetty,land,"osborne, ikoyi, lagos",2700000.0,low,,,,,2026-01-19,NaT,Lagos
7566,Land With Irrevocable Power Of Attorney,land,"umuguma, owerri municipal, imo",28000000.0,mid,,,,,2026-01-25,NaT,Imo
7567,"Well Built, Fully Serviced 5 Bedroom Detached Home",flat/apartment,"old ikoyi, ikoyi, lagos",2400000000.0,high,5.0,5.0,480000000.0,,2026-01-19,NaT,Lagos
7568,Four Bedroom Terraced Duplex Built With Bricks,terraced duplex,"amen estate phase one, eleko, ibeju lekki, lagos",120000000.0,high,4.0,4.0,30000000.0,,2026-01-25,NaT,Lagos
7569,Newly Built 3 Bedroom Bungalow In A Serene Environment,bungalow,"bluestone treasure estate, mowe town, ogun",45000000.0,mid,3.0,3.0,15000000.0,,2026-01-25,NaT,Ogun
7570,Luxuriously Built Top-finishing 4bedroom Semi-detached Duplex,semi detached duplex,"ikoyi, lagos",1200000000.0,high,4.0,4.0,300000000.0,,2026-01-25,NaT,Lagos
7571,Exquisite Luxury Furnished 4 Bedroom Maisonette With A Bq,flat/apartment,"ikoyi, lagos",1100000000.0,high,4.0,5.0,275000000.0,,2026-01-25,NaT,Lagos
7572,Land With C Of O For Commercial Purposes (2500sqm),land,"epe, lagos",125000000.0,high,,,,,2026-01-25,NaT,Lagos
7573,2000sqm Super Distress Land Sala @lugbe Fha District Abuja,land,"fenced and gated, behind dunamis church, off amac mkt,  lugbe dist., lugbe district, abuja",70000000.0,high,,,,,2026-01-25,NaT,Abuja
7574,Four(4) Bedroom Semi Detached Duplex Forsuper Distress Sala @lifecamp,semi detached duplex,"brains and hammer city, lifecamp abuja, life camp, abuja",95000000.0,high,4.0,4.0,23750000.0,,2026-01-25,NaT,Abuja
7575,"1 Unit 3 Bedroom, 1 Unit 2 Bedroom, 1 Selfcon",flat/apartment,"gbagada, lagos",120000000.0,high,6.0,6.0,20000000.0,,2026-01-25,NaT,Lagos
7576,"Detached House On Prime 3,232sqm Commercial Land",land,"victoria island (vi), lagos",2500000.0,low,,,,,2026-01-19,NaT,Lagos
7577,Prestigious 2 Bedroom Apartment With Great Facilities (off-plan),flat/apartment,"victoria island (vi), lagos",450000000.0,high,2.0,2.0,225000000.0,,2026-01-19,NaT,Lagos
7578,"Well Built, Ample 4 Bedroom Terraced House (fully Serviced)",flat/apartment,"victoria island (vi), lagos",700000000.0,high,4.0,4.0,175000000.0,,2026-01-19,NaT,Lagos
7579,2965sqm Corporate Office Building,land,"victoria island (vi), lagos",22500000000.0,high,,,,2025-12-11,2026-01-19,2025-12,Lagos
7580,Prime 2000sqm Fenced Commercial Land,land,"adeola odeku way, victoria island (vi), lagos",2700000.0,low,,,,,2026-01-19,NaT,Lagos
7581,Lovely Built 6 Bedroom Contemporary Duplex With Swimming Pool,house,"guzape district, abuja",1000000000.0,high,6.0,7.0,166666666.7,2025-10-12,2025-12-10,2025-10,Abuja
7582,5 Bedroom Terraced Duplex,terraced duplex,"ikeja gra, ikeja, lagos",650000000.0,high,5.0,,130000000.0,,2026-01-25,NaT,Lagos
7583,Beautiful 5 Bedroom Detached Duplex With Outdoor L Shaped Pool,detached duplex,"osapa, lekki, lagos",1900000000.0,high,5.0,5.0,380000000.0,,2026-01-25,NaT,Lagos
7584,"Luxury Spacious 3 Bed Waterfront Apartment With Bq, Pool, Equipped Gym",flat/apartment,"banana island, ikoyi, lagos",850000000.0,high,3.0,,283333333.3,,2026-01-25,NaT,Lagos
7585,Distress Nicely Built And Finished 4 Bedroom Fully Detached Duplex,fully detached,"banana island, ikoyi, lagos",2000000000.0,high,4.0,5.0,500000000.0,,2026-01-25,NaT,Lagos
7586,Newly Built And Luxurious 3 Bedroom Apartment In A Conducive Location,flat/apartment,"de signature luxury apartment, abule egba, agege, lagos",90000000.0,high,3.0,3.0,30000000.0,2026-08-01,2026-01-21,2026-08,Lagos
